data,pedido_id,cliente_id,produto,categoria,preco_unitario,quantidade,custo_unitario,forma_pagamento,estado
2024-06-16,REQ102702,CLI6328,Capa de Celular,Acessórios,230.65,5,134.29,Débito,TO
2024-06-17,REQ100364,CLI9947,Papel A4 500 fls,Escritório,383.29,2,255.93,Boleto,MT
2024-06-17,REQ100952,CLI5010,Carregador Portátil,Acessórios,112.57,3,85.27,Débito,BA
2024-06-17,REQ101696,CLI5379,Capa de Celular,Acessórios,128.42,3,72.77,Boleto,MG
2024-06-17,REQ101785,CLI9166,Fone de Ouvido Bluetooth,Acessórios,208.90,2,109.13,Pix,SP
2024-06-18,REQ100276,CLI7675,Console PlayStation 5,Eletrônicos,5342.18,1,3782.02,Pix,TO
2024-06-18,REQ100376,CLI3092,Mouse Gamer,Informática,231.63,2,158.53,Pix,PI
2024-06-18,REQ100542,CLI6258,Papel A4 500 fls,Escritório,1488.42,1,1013.78,Crédito,RR
2024-06-18,REQ101646,CLI5129,Fritadeira Air Fryer,Casa,149.40,2,81.30,Pix,MA
2024-06-18,REQ101969,CLI3363,Papel A4 500 fls,Escritório,636.81,2,384.31,Crédito,PI
2024-06-18,REQ102977,CLI3283,Fone de Ouvido Bluetooth,Acessórios,164.74,5,130.77,Crédito,SC
2024-06-19,REQ101327,CLI2934,SSD 1TB,Informática,267.85,1,200.30,Boleto,SC
2024-06-19,REQ101589,CLI9290,Capa de Celular,Acessórios,109.72,4,56.32,Débito,PR
2024-06-19,REQ102562,CLI3183,Console PlayStation 5,Eletrônicos,6707.12,2,3778.13,Boleto,CE
2024-06-19,REQ102782,CLI6781,Carregador Portátil,Acessórios,23.61,3,14.89,Pix,RR
2024-06-20,REQ100528,CLI2784,Mouse Gamer,Informática,813.49,1,550.19,Crédito,SP
2024-06-20,REQ101787,CLI9982,"Smart TV 55""",Eletrônicos,3770.13,2,2899.12,Crédito,SP
2024-06-20,REQ102154,CLI2429,Cabo USB-C,Acessórios,167.90,3,97.41,Débito,SE
2024-06-20,REQ102387,CLI6087,Película de Vidro,Acessórios,108.89,3,75.41,Boleto,AP
2024-06-20,REQ102729,CLI8827,Fone de Ouvido Bluetooth,Acessórios,38.69,5,26.91,Pix,AC
2024-06-21,REQ102058,CLI8587,Caneta Executiva,Escritório,84.06,1,61.33,Crédito,MG
2024-06-21,REQ102816,CLI6279,Console PlayStation 5,Eletrônicos,2838.72,2,1534.67,Pix,AC
2024-06-21,REQ102851,CLI2106,Fone de Ouvido Bluetooth,Acessórios,158.69,1,110.06,Crédito,MS
2024-06-22,REQ102286,CLI9033,Cabo USB-C,Acessórios,141.79,1,86.31,Boleto,BA
2024-06-22,REQ102676,CLI6792,Cadeira Ergonômica,Escritório,1373.49,2,945.74,Crédito,MS
2024-06-23,REQ100789,CLI2008,Película de Vidro,Acessórios,147.46,1,102.51,Pix,MS
2024-06-23,REQ101603,CLI9123,Fone de Ouvido Bluetooth,Acessórios,209.31,2,106.93,Pix,AC
2024-06-23,REQ101891,CLI7763,Mesa de Centro,Casa,103.89,1,66.78,Pix,AM
2024-06-24,REQ100514,CLI3452,Cabo USB-C,Acessórios,154.48,1,78.18,Crédito,SP
2024-06-24,REQ101207,CLI2411,Cadeira Ergonômica,Escritório,110.59,1,71.62,Pix,AL
2024-06-24,REQ102001,CLI6456,Capa de Celular,Acessórios,39.18,3,23.28,Pix,SC
2024-06-25,REQ100135,CLI3528,Papel A4 500 fls,Escritório,489.96,1,374.98,Pix,MT
2024-06-25,REQ102038,CLI3060,Luminária LED,Casa,308.96,2,193.73,Crédito,AL
2024-06-25,REQ102345,CLI8642,Cabo USB-C,Acessórios,53.54,4,35.44,Pix,SP
2024-06-26,REQ100314,CLI8238,Jogo de Panelas,Casa,259.69,1,201.80,Crédito,MA
2024-06-26,REQ100449,CLI8329,Fritadeira Air Fryer,Casa,694.23,2,404.36,Pix,TO
2024-06-26,REQ102632,CLI2451,Luminária LED,Casa,974.31,1,710.43,Boleto,PR
2024-06-27,REQ101025,CLI2660,Mesa de Centro,Casa,845.04,1,561.72,Pix,MG
2024-06-27,REQ101390,CLI2589,Carregador Portátil,Acessórios,141.71,1,108.49,Pix,CE
2024-06-27,REQ102992,CLI6594,Capa de Celular,Acessórios,33.00,1,18.20,Débito,PI
2024-06-28,REQ100346,CLI6776,Película de Vidro,Acessórios,24.26,5,12.94,Crédito,SP
2024-06-28,REQ100581,CLI4890,Fone de Ouvido Bluetooth,Acessórios,203.85,3,110.15,Crédito,PA
2024-06-28,REQ101255,CLI3815,Mouse Gamer,Informática,1496.81,1,1163.07,Crédito,SE
2024-06-28,REQ101983,CLI7166,Cabo USB-C,Acessórios,247.43,2,133.28,Débito,PI
2024-06-28,REQ102185,CLI7281,Cafeteira Elétrica,Casa,1000.62,2,730.08,Crédito,PR
2024-06-28,REQ102544,CLI2534,Luminária LED,Casa,444.68,1,310.68,Crédito,AM
2024-06-28,REQ102675,CLI1117,Cabo USB-C,Acessórios,217.25,3,162.11,Crédito,MT
2024-06-29,REQ100279,CLI1767,Cadeira Ergonômica,Escritório,1136.15,1,752.86,Pix,AP
2024-06-29,REQ101927,CLI3137,Carregador Portátil,Acessórios,81.03,1,60.71,Pix,PB
2024-06-29,REQ101979,CLI4410,Cabo USB-C,Acessórios,140.61,1,102.60,Boleto,ES
2024-06-30,REQ101796,CLI2285,SSD 1TB,Informática,1199.18,1,681.55,Boleto,DF
2024-07-01,REQ100786,CLI6828,Cafeteira Elétrica,Casa,443.82,1,265.76,Crédito,MT
2024-07-01,REQ101974,CLI4899,Carregador Portátil,Acessórios,186.19,2,99.27,Crédito,AL
2024-07-02,REQ100106,CLI7310,"Monitor 27""",Informática,1016.37,2,595.29,Pix,MT
2024-07-02,REQ100397,CLI6348,Película de Vidro,Acessórios,210.59,1,136.71,Crédito,AL
2024-07-02,REQ100998,CLI9433,SSD 1TB,Informática,3075.84,2,1778.59,Pix,SC
2024-07-02,REQ101252,CLI6037,Película de Vidro,Acessórios,88.41,4,52.57,Crédito,SP
2024-07-02,REQ101709,CLI1013,Cabo USB-C,Acessórios,38.81,3,22.58,Pix,MA
2024-07-02,REQ101757,CLI1275,Organizador de Mesa,Escritório,254.61,1,140.63,Débito,DF
2024-07-02,REQ101830,CLI5701,Carregador Portátil,Acessórios,42.30,1,24.01,Crédito,PB
2024-07-02,REQ102479,CLI8565,Teclado Mecânico,Informática,1372.88,2,696.48,Pix,ES
2024-07-03,REQ101284,CLI2011,Mesa de Centro,Casa,1014.53,1,791.13,Crédito,MT
2024-07-04,REQ100339,CLI3150,Suporte para Notebook,Escritório,358.91,1,187.89,Pix,CE
2024-07-04,REQ100963,CLI4354,Fone de Ouvido Bluetooth,Acessórios,154.96,3,105.35,Pix,GO
2024-07-04,REQ101189,CLI7802,Suporte para Notebook,Escritório,562.19,2,400.33,Crédito,AL
2024-07-04,REQ101218,CLI4343,Cadeira Ergonômica,Escritório,1108.51,2,618.15,Crédito,MS
2024-07-05,REQ100519,CLI1020,Mesa de Centro,Casa,331.49,1,185.14,Pix,MS
2024-07-05,REQ102369,CLI5155,Película de Vidro,Acessórios,170.42,1,101.50,Pix,RR
2024-07-06,REQ100297,CLI9489,Mesa de Centro,Casa,265.49,2,173.14,Pix,PR
2024-07-06,REQ100935,CLI2659,Papel A4 500 fls,Escritório,1113.08,1,679.73,Crédito,AL
2024-07-06,REQ102397,CLI1896,"Smart TV 55""",Eletrônicos,4221.33,2,2339.02,Pix,ES
2024-07-07,REQ101688,CLI9722,Fone de Ouvido Bluetooth,Acessórios,49.64,5,25.90,Pix,SE
2024-07-07,REQ102715,CLI9970,Carregador Portátil,Acessórios,67.89,5,48.56,Crédito,SE
2024-07-08,REQ100804,CLI5589,Fone de Ouvido Bluetooth,Acessórios,239.92,5,157.62,Boleto,PB
2024-07-08,REQ102590,CLI4599,Cabo USB-C,Acessórios,78.56,2,62.11,Pix,AC
2024-07-09,REQ100869,CLI7811,Luminária LED,Casa,221.50,2,157.17,Boleto,PE
2024-07-09,REQ101485,CLI1212,Notebook Dell Inspiron,Informática,1902.93,2,1130.18,Débito,ES
2024-07-09,REQ101865,CLI8309,Cabo USB-C,Acessórios,125.15,4,79.39,Crédito,MA
2024-07-10,REQ101201,CLI6473,Capa de Celular,Acessórios,235.40,4,152.71,Crédito,AP
2024-07-10,REQ101372,CLI1227,Mesa de Centro,Casa,972.16,2,534.43,Pix,TO
2024-07-10,REQ102043,CLI8620,"Monitor 27""",Informática,1875.65,1,1047.84,Pix,SP
2024-07-10,REQ102334,CLI1822,Organizador de Mesa,Escritório,1137.55,2,624.90,Pix,RN
2024-07-11,REQ100549,CLI1463,Console PlayStation 5,Eletrônicos,5722.22,1,3259.07,Débito,AM
2024-07-11,REQ101020,CLI5164,Capa de Celular,Acessórios,198.62,3,100.31,Pix,MT
2024-07-11,REQ101442,CLI8317,Jogo de Panelas,Casa,475.41,1,245.79,Crédito,PA
2024-07-11,REQ101713,CLI4222,Capa de Celular,Acessórios,41.38,3,32.93,Crédito,RS
2024-07-11,REQ102160,CLI3957,Capa de Celular,Acessórios,205.57,2,156.11,Pix,BA
2024-07-11,REQ102425,CLI4035,Cabo USB-C,Acessórios,230.46,2,155.07,Crédito,RS
2024-07-11,REQ102901,CLI4804,Fone de Ouvido Bluetooth,Acessórios,47.27,5,35.45,Débito,PR
2024-07-12,REQ101355,CLI2306,Papel A4 500 fls,Escritório,999.48,2,662.78,Pix,DF
2024-07-12,REQ102196,CLI2922,Luminária LED,Casa,1173.07,2,928.89,Crédito,RS
2024-07-13,REQ101760,CLI5721,Capa de Celular,Acessórios,87.13,1,45.87,Boleto,MS
2024-07-13,REQ102234,CLI8499,Suporte para Notebook,Escritório,1479.82,1,874.76,Pix,RJ
2024-07-13,REQ102296,CLI1588,Capa de Celular,Acessórios,185.26,3,108.48,Pix,RN
2024-07-14,REQ100425,CLI3543,Cadeira Ergonômica,Escritório,36.38,1,21.04,Crédito,BA
2024-07-14,REQ100559,CLI7062,Película de Vidro,Acessórios,124.37,3,94.46,Crédito,RN
2024-07-14,REQ102684,CLI2163,Luminária LED,Casa,362.30,2,189.85,Crédito,DF
2024-07-15,REQ100553,CLI7584,"Smart TV 55""",Eletrônicos,4432.39,1,3174.59,Crédito,PI
2024-07-15,REQ102367,CLI9432,Cafeteira Elétrica,Casa,328.79,1,169.24,Pix,SE
2024-07-15,REQ102431,CLI6224,"Smart TV 55""",Eletrônicos,3353.20,2,2507.73,Débito,MS
2024-07-16,REQ100190,CLI6615,Película de Vidro,Acessórios,158.65,1,99.36,Pix,CE
2024-07-16,REQ100378,CLI9542,Fone de Ouvido Bluetooth,Acessórios,192.19,3,130.70,Crédito,GO
2024-07-16,REQ100824,CLI6313,SSD 1TB,Informática,3928.35,2,2847.35,Débito,AC
2024-07-16,REQ102583,CLI3596,Película de Vidro,Acessórios,185.90,2,111.55,Pix,MT
2024-07-17,REQ102219,CLI1159,Teclado Mecânico,Informática,2673.00,2,1649.79,Crédito,ES
2024-07-17,REQ102477,CLI7035,Película de Vidro,Acessórios,174.83,2,132.37,Pix,PE
2024-07-18,REQ100488,CLI5943,Fone de Ouvido Bluetooth,Acessórios,234.28,1,153.65,Crédito,SP
2024-07-18,REQ102136,CLI5762,Fone de Ouvido Bluetooth,Acessórios,122.48,3,90.57,Crédito,RR
2024-07-18,REQ102181,CLI3256,Capa de Celular,Acessórios,100.94,4,70.83,Pix,AM
2024-07-18,REQ102669,CLI6950,Luminária LED,Casa,309.72,1,181.30,Pix,SP
2024-07-19,REQ100927,CLI3942,Cafeteira Elétrica,Casa,515.34,1,375.56,Crédito,MG
2024-07-19,REQ101090,CLI3841,Cafeteira Elétrica,Casa,1044.98,2,752.93,Boleto,SE
2024-07-19,REQ101151,CLI4584,Smartphone Galaxy S23,Eletrônicos,6873.03,1,3748.95,Crédito,PR
2024-07-19,REQ102666,CLI3866,Notebook Dell Inspiron,Informática,2187.13,2,1123.88,Crédito,AP
2024-07-20,REQ100421,CLI9906,Mesa de Centro,Casa,143.03,2,88.59,Pix,BA
2024-07-20,REQ100673,CLI6283,Tablet iPad Air,Eletrônicos,5554.46,1,3713.98,Pix,MS
2024-07-20,REQ100680,CLI3455,Organizador de Mesa,Escritório,722.17,2,406.52,Pix,PE
2024-07-20,REQ101368,CLI2439,"Monitor 27""",Informática,2613.71,1,1778.27,Boleto,PI
2024-07-20,REQ101448,CLI5405,Película de Vidro,Acessórios,247.08,3,165.16,Crédito,MA
2024-07-20,REQ102213,CLI7537,Mouse Gamer,Informática,2435.05,2,1758.01,Crédito,MG
2024-07-20,REQ102427,CLI8254,Capa de Celular,Acessórios,154.87,1,92.94,Boleto,CE
2024-07-21,REQ100495,CLI7482,Cabo USB-C,Acessórios,70.64,4,55.86,Crédito,RJ
2024-07-21,REQ101793,CLI8890,Cafeteira Elétrica,Casa,1195.38,2,704.01,Crédito,AP
2024-07-21,REQ102082,CLI3752,"Smart TV 55""",Eletrônicos,6779.51,2,4260.06,Pix,RS
2024-07-22,REQ100843,CLI4193,Papel A4 500 fls,Escritório,737.64,2,461.17,Pix,AC
2024-07-22,REQ100990,CLI4655,Carregador Portátil,Acessórios,169.12,3,99.31,Pix,PI
2024-07-23,REQ100868,CLI7641,Capa de Celular,Acessórios,105.61,5,71.95,Pix,MA
2024-07-23,REQ101852,CLI8511,Mouse Gamer,Informática,4069.23,1,2167.85,Crédito,SP
2024-07-23,REQ102147,CLI7678,Capa de Celular,Acessórios,151.57,1,118.80,Débito,SE
2024-07-24,REQ100745,CLI7615,Console PlayStation 5,Eletrônicos,4045.80,2,2918.02,Crédito,SC
2024-07-24,REQ101523,CLI1329,Console PlayStation 5,Eletrônicos,5348.76,1,3572.18,Pix,AC
2024-07-24,REQ102269,CLI7423,Smartphone Galaxy S23,Eletrônicos,3663.74,1,2118.58,Pix,CE
2024-07-25,REQ100446,CLI4009,Cadeira Ergonômica,Escritório,1490.40,2,770.05,Pix,PI
2024-07-26,REQ100079,CLI8116,Notebook Dell Inspiron,Informática,4272.40,1,2334.17,Crédito,DF
2024-07-26,REQ101212,CLI9939,SSD 1TB,Informática,4366.62,1,2405.25,Crédito,SP
2024-07-26,REQ102708,CLI9287,Luminária LED,Casa,123.70,1,85.01,Crédito,SE
2024-07-26,REQ102911,CLI8366,Carregador Portátil,Acessórios,56.29,2,30.55,Crédito,SE
2024-07-27,REQ101997,CLI6506,Fone de Ouvido Bluetooth,Acessórios,166.38,3,90.88,Crédito,MA
2024-07-27,REQ102331,CLI1483,Cafeteira Elétrica,Casa,593.89,2,362.79,Pix,RN
2024-07-28,REQ100650,CLI1186,Fone de Ouvido Bluetooth,Acessórios,201.41,3,153.79,Boleto,CE
2024-07-28,REQ100755,CLI5217,Fone de Ouvido Bluetooth,Acessórios,64.16,4,33.89,Débito,SC
2024-07-28,REQ101700,CLI4628,Cabo USB-C,Acessórios,31.75,3,23.45,Crédito,PR
2024-07-28,REQ102305,CLI3057,Papel A4 500 fls,Escritório,872.66,2,645.30,Crédito,PA
2024-07-29,REQ101431,CLI7782,"Monitor 27""",Informática,4349.16,1,2257.10,Pix,ES
2024-07-29,REQ101919,CLI9410,Fone de Ouvido Bluetooth,Acessórios,41.97,2,33.49,Crédito,PB
2024-07-29,REQ102484,CLI9173,Cafeteira Elétrica,Casa,878.48,2,633.96,Débito,DF
2024-07-30,REQ100729,CLI7760,Tablet iPad Air,Eletrônicos,6093.49,1,4181.55,Crédito,PA
2024-07-30,REQ101911,CLI4188,Mouse Gamer,Informática,827.54,2,504.77,Crédito,MG
2024-07-30,REQ102235,CLI7195,Fone de Ouvido Bluetooth,Acessórios,102.81,3,66.86,Boleto,PB
2024-08-01,REQ100057,CLI1415,Cadeira Ergonômica,Escritório,660.97,1,394.97,Crédito,MA
2024-08-01,REQ100129,CLI9436,Fone de Ouvido Bluetooth,Acessórios,74.58,3,49.75,Pix,PI
2024-08-01,REQ100454,CLI2512,Película de Vidro,Acessórios,200.53,4,103.18,Crédito,PI
2024-08-01,REQ101449,CLI4266,Película de Vidro,Acessórios,38.83,5,23.27,Pix,AC
2024-08-02,REQ101053,CLI7830,Organizador de Mesa,Escritório,1139.66,2,844.84,Boleto,MT
2024-08-02,REQ102208,CLI9869,Jogo de Panelas,Casa,1076.71,2,697.83,Pix,MS
2024-08-03,REQ100252,CLI3697,Fritadeira Air Fryer,Casa,905.99,2,695.76,Boleto,PI
2024-08-03,REQ100432,CLI5077,Cabo USB-C,Acessórios,154.75,5,87.97,Crédito,AC
2024-08-03,REQ102188,CLI8450,SSD 1TB,Informática,926.50,2,465.64,Crédito,PA
2024-08-04,REQ100140,CLI4596,Fone de Ouvido Bluetooth,Acessórios,172.80,2,130.77,Crédito,MS
2024-08-05,REQ100319,CLI6171,Carregador Portátil,Acessórios,217.48,5,166.18,Pix,MT
2024-08-05,REQ102240,CLI6406,Carregador Portátil,Acessórios,83.45,2,49.49,Pix,DF
2024-08-06,REQ100354,CLI4348,Fone de Ouvido Bluetooth,Acessórios,195.16,4,112.92,Débito,RJ
2024-08-06,REQ101257,CLI3256,Luminária LED,Casa,684.55,1,472.69,Pix,TO
2024-08-06,REQ101667,CLI2084,Cafeteira Elétrica,Casa,712.68,2,464.26,Crédito,ES
2024-08-06,REQ102448,CLI7951,Mouse Gamer,Informática,1273.38,1,662.34,Débito,MA
2024-08-06,REQ102486,CLI1436,Capa de Celular,Acessórios,127.71,1,92.76,Pix,RJ
2024-08-06,REQ102713,CLI1160,Jogo de Panelas,Casa,562.87,2,385.76,Boleto,AM
2024-08-06,REQ102871,CLI8226,Fone de Ouvido Bluetooth,Acessórios,87.81,4,69.97,Pix,AP
2024-08-07,REQ100075,CLI7947,Cadeira Ergonômica,Escritório,1239.01,1,827.62,Crédito,PE
2024-08-07,REQ100271,CLI8749,Mesa de Centro,Casa,404.45,1,251.75,Boleto,GO
2024-08-07,REQ100325,CLI9569,Película de Vidro,Acessórios,95.72,4,58.86,Crédito,PA
2024-08-07,REQ100782,CLI3230,"Smart TV 55""",Eletrônicos,3915.97,2,2985.85,Crédito,GO
2024-08-07,REQ101334,CLI5122,Teclado Mecânico,Informática,4137.69,2,3059.30,Crédito,SC
2024-08-07,REQ101590,CLI4830,Película de Vidro,Acessórios,156.41,3,113.48,Pix,BA
2024-08-07,REQ101934,CLI1455,Capa de Celular,Acessórios,177.82,3,111.09,Pix,ES
2024-08-07,REQ102428,CLI7963,Capa de Celular,Acessórios,169.30,4,131.51,Pix,AM
2024-08-07,REQ102471,CLI5067,Película de Vidro,Acessórios,223.00,3,143.52,Pix,RS
2024-08-08,REQ101727,CLI3098,Suporte para Notebook,Escritório,1049.39,1,528.66,Boleto,TO
2024-08-08,REQ101867,CLI6544,Organizador de Mesa,Escritório,1286.03,1,775.85,Crédito,AC
2024-08-08,REQ102686,CLI5374,Fritadeira Air Fryer,Casa,618.63,2,323.09,Boleto,RN
2024-08-08,REQ102949,CLI6379,Fone de Ouvido Bluetooth,Acessórios,126.09,1,96.49,Débito,SC
2024-08-09,REQ102907,CLI1260,Película de Vidro,Acessórios,28.81,1,18.12,Pix,RN
2024-08-09,REQ102926,CLI7737,SSD 1TB,Informática,4085.28,2,2050.42,Débito,ES
2024-08-10,REQ100459,CLI4636,Fritadeira Air Fryer,Casa,339.98,2,217.76,Pix,SC
2024-08-10,REQ102854,CLI1171,Fone de Ouvido Bluetooth,Acessórios,241.64,3,190.04,Pix,MG
2024-08-11,REQ100286,CLI1473,Smartphone Galaxy S23,Eletrônicos,6985.88,1,5314.42,Crédito,AP
2024-08-11,REQ100795,CLI6552,Fone de Ouvido Bluetooth,Acessórios,96.34,3,58.27,Pix,MS
2024-08-11,REQ101297,CLI3227,Capa de Celular,Acessórios,169.61,5,92.56,Boleto,PI
2024-08-12,REQ100417,CLI1368,Console PlayStation 5,Eletrônicos,3475.00,2,2776.72,Pix,PA
2024-08-12,REQ101477,CLI1992,Jogo de Panelas,Casa,674.50,2,490.77,Pix,MT
2024-08-12,REQ101788,CLI7370,Organizador de Mesa,Escritório,714.56,2,363.82,Pix,RO
2024-08-13,REQ101918,CLI3211,Luminária LED,Casa,291.23,2,224.50,Crédito,AL
2024-08-13,REQ102462,CLI4811,Cabo USB-C,Acessórios,104.31,4,59.60,Pix,CE
2024-08-13,REQ102606,CLI5448,Fone de Ouvido Bluetooth,Acessórios,91.28,4,69.55,Pix,AC
2024-08-14,REQ100035,CLI7610,Jogo de Panelas,Casa,587.36,1,453.64,Pix,MT
2024-08-14,REQ100288,CLI5492,Fritadeira Air Fryer,Casa,1032.35,2,751.67,Crédito,GO
2024-08-14,REQ100476,CLI3643,Película de Vidro,Acessórios,132.22,2,72.17,Pix,RO
2024-08-14,REQ100533,CLI4855,Cabo USB-C,Acessórios,70.13,1,47.48,Débito,PA
2024-08-14,REQ102187,CLI3768,Cabo USB-C,Acessórios,138.90,4,90.51,Débito,AC
2024-08-16,REQ100743,CLI4108,Carregador Portátil,Acessórios,194.46,4,99.88,Boleto,BA
2024-08-16,REQ102014,CLI2296,Cafeteira Elétrica,Casa,1016.08,1,665.16,Pix,CE
2024-08-16,REQ102097,CLI8619,Capa de Celular,Acessórios,118.80,4,62.74,Crédito,RJ
2024-08-17,REQ100041,CLI5937,Jogo de Panelas,Casa,269.49,1,205.13,Débito,RJ
2024-08-17,REQ100638,CLI7994,Cabo USB-C,Acessórios,21.28,2,16.52,Pix,DF
2024-08-17,REQ101178,CLI6407,Fone de Ouvido Bluetooth,Acessórios,79.66,5,60.92,Crédito,SE
2024-08-17,REQ101489,CLI1700,Carregador Portátil,Acessórios,165.63,5,103.82,Crédito,RR
2024-08-17,REQ102066,CLI3100,Fritadeira Air Fryer,Casa,326.89,2,231.35,Pix,DF
2024-08-17,REQ102934,CLI2379,Cabo USB-C,Acessórios,191.53,4,139.57,Crédito,RS
2024-08-18,REQ100200,CLI4393,Cabo USB-C,Acessórios,77.75,5,54.21,Débito,SP
2024-08-18,REQ101648,CLI6383,Película de Vidro,Acessórios,200.46,2,143.08,Pix,AL
2024-08-18,REQ102079,CLI1083,Cadeira Ergonômica,Escritório,385.99,2,219.67,Crédito,AM
2024-08-19,REQ100850,CLI3923,"Monitor 27""",Informática,195.56,1,116.54,Pix,MG
2024-08-19,REQ101049,CLI6741,Caneta Executiva,Escritório,1443.23,2,836.33,Pix,AP
2024-08-19,REQ101496,CLI1223,Tablet iPad Air,Eletrônicos,6268.59,1,4952.44,Pix,AC
2024-08-20,REQ100964,CLI6284,Fritadeira Air Fryer,Casa,89.80,2,45.93,Crédito,SC
2024-08-20,REQ101907,CLI4679,Organizador de Mesa,Escritório,162.23,1,104.07,Crédito,ES
2024-08-21,REQ102548,CLI9844,"Monitor 27""",Informática,1103.60,2,807.09,Pix,AL
2024-08-22,REQ100219,CLI9247,Mesa de Centro,Casa,622.21,1,467.97,Pix,ES
2024-08-22,REQ100414,CLI2696,Película de Vidro,Acessórios,138.10,4,101.24,Pix,SP
2024-08-22,REQ100541,CLI7993,Cabo USB-C,Acessórios,174.62,4,107.19,Crédito,PR
2024-08-22,REQ101990,CLI5663,Teclado Mecânico,Informática,569.83,1,427.79,Pix,RS
2024-08-22,REQ102754,CLI4518,Fritadeira Air Fryer,Casa,842.28,1,647.90,Crédito,GO
2024-08-23,REQ100085,CLI5870,Mouse Gamer,Informática,4285.60,1,3350.18,Pix,ES
2024-08-23,REQ100511,CLI9410,"Monitor 27""",Informática,4211.81,1,3360.81,Pix,SC
2024-08-23,REQ101367,CLI1565,Fone de Ouvido Bluetooth,Acessórios,232.57,1,172.55,Crédito,PA
2024-08-23,REQ101473,CLI6293,Console PlayStation 5,Eletrônicos,4431.22,2,2915.68,Boleto,CE
2024-08-23,REQ102370,CLI8491,SSD 1TB,Informática,3215.21,1,2535.41,Crédito,RS
2024-08-23,REQ102404,CLI4691,SSD 1TB,Informática,2788.95,1,2114.04,Débito,AC
2024-08-24,REQ100467,CLI1397,Cabo USB-C,Acessórios,155.95,1,82.06,Crédito,PA
2024-08-24,REQ100819,CLI9809,Cabo USB-C,Acessórios,203.34,5,109.42,Crédito,RN
2024-08-24,REQ101407,CLI9102,Luminária LED,Casa,1016.23,2,526.12,Crédito,RN
2024-08-24,REQ101480,CLI5601,Mesa de Centro,Casa,716.79,1,405.58,Pix,RJ
2024-08-24,REQ102025,CLI3472,Caneta Executiva,Escritório,1274.86,1,1007.64,Débito,TO
2024-08-24,REQ102515,CLI3766,Carregador Portátil,Acessórios,142.09,5,84.10,Pix,SP
2024-08-24,REQ102776,CLI9258,Mesa de Centro,Casa,309.87,1,218.64,Débito,CE
2024-08-25,REQ101181,CLI2541,Mouse Gamer,Informática,3291.40,1,1949.30,Boleto,TO
2024-08-25,REQ102071,CLI2350,Película de Vidro,Acessórios,247.65,5,157.39,Boleto,MS
2024-08-26,REQ101420,CLI4349,Carregador Portátil,Acessórios,66.77,2,48.45,Crédito,SP
2024-08-26,REQ102421,CLI4972,Cabo USB-C,Acessórios,211.51,2,113.30,Pix,PI
2024-08-27,REQ100399,CLI3149,Película de Vidro,Acessórios,115.07,4,57.79,Pix,AP
2024-08-27,REQ100605,CLI7371,Fritadeira Air Fryer,Casa,858.49,1,503.41,Débito,PA
2024-08-27,REQ101950,CLI4261,Luminária LED,Casa,193.54,2,116.91,Pix,TO
2024-08-28,REQ100267,CLI1116,Notebook Dell Inspiron,Informática,1438.10,1,871.71,Crédito,AP
2024-08-28,REQ100300,CLI6549,Caneta Executiva,Escritório,256.08,1,139.07,Boleto,PE
2024-08-28,REQ100439,CLI7901,Capa de Celular,Acessórios,203.30,3,101.90,Crédito,RN
2024-08-28,REQ101585,CLI3926,Cabo USB-C,Acessórios,95.04,2,60.59,Pix,SC
2024-08-28,REQ102837,CLI9663,Capa de Celular,Acessórios,39.14,1,20.22,Pix,PB
2024-08-29,REQ102231,CLI8104,iPhone 14,Eletrônicos,3236.02,1,2402.19,Pix,PR
2024-08-30,REQ100028,CLI2277,Fritadeira Air Fryer,Casa,210.85,1,126.65,Débito,RO
2024-08-30,REQ100477,CLI3429,Mesa de Centro,Casa,1076.58,2,810.15,Crédito,DF
2024-08-30,REQ100652,CLI2535,Mesa de Centro,Casa,289.82,2,174.69,Crédito,ES
2024-08-30,REQ101022,CLI4961,Carregador Portátil,Acessórios,162.65,5,98.60,Boleto,MA
2024-08-30,REQ101112,CLI7215,Luminária LED,Casa,590.60,2,334.76,Crédito,AC
2024-08-30,REQ102847,CLI3428,Cadeira Ergonômica,Escritório,640.80,1,395.41,Pix,PE
2024-08-31,REQ100740,CLI7837,Jogo de Panelas,Casa,905.20,1,461.23,Débito,DF
2024-08-31,REQ100929,CLI5163,Capa de Celular,Acessórios,53.09,2,30.46,Pix,AM
2024-08-31,REQ102224,CLI4572,Carregador Portátil,Acessórios,22.97,1,15.06,Boleto,RO
2024-09-01,REQ100444,CLI2745,"Monitor 27""",Informática,1568.73,1,925.27,Pix,AP
2024-09-01,REQ101142,CLI1817,Carregador Portátil,Acessórios,201.29,1,159.33,Pix,RN
2024-09-01,REQ102609,CLI2193,Organizador de Mesa,Escritório,85.86,1,68.48,Crédito,SP
2024-09-02,REQ100461,CLI5052,Organizador de Mesa,Escritório,775.75,1,488.08,Débito,RN
2024-09-02,REQ101230,CLI8873,Mesa de Centro,Casa,1018.31,2,807.27,Débito,RN
2024-09-02,REQ102932,CLI2788,Carregador Portátil,Acessórios,230.76,1,166.06,Débito,RO
2024-09-03,REQ100492,CLI5863,Mesa de Centro,Casa,479.43,1,244.83,Débito,SC
2024-09-03,REQ101193,CLI6935,Carregador Portátil,Acessórios,230.91,1,163.37,Crédito,MA
